NAME,LATITUDE,LONGITUDE
RGI50-14.15589,32.35694,77.411
RGI50-14.15590,32.36211,77.55382
RGI50-14.15591,32.40481,77.5266
RGI50-14.15592,32.39166,77.40533
RGI50-14.15593,32.42114,77.35522
RGI50-14.15594,32.4341,77.29635
RGI50-14.15595,32.43293,77.29023
RGI50-14.15596,32.39877,77.35206
RGI50-14.15597,32.39019,77.31536
RGI50-14.15598,32.41783,77.33606
RGI50-14.15599,32.3657,77.34564
RGI50-14.15600,32.37661,77.38029
RGI50-14.15601,32.39425,77.37101
RGI50-14.15602,32.43233,77.36803
RGI50-14.15603,32.4393,77.36664
RGI50-14.15604,32.44144,77.36111
RGI50-14.15605,32.43339,77.3437
RGI50-14.15606,32.40037,77.34499
RGI50-14.15608,32.39281,77.32027
RGI50-14.15609,32.41512,77.3292
RGI50-14.15610,32.39956,77.33271
RGI50-14.15611,32.50456,77.3205
RGI50-14.15612,32.50184,77.32938
RGI50-14.15614,32.47701,77.36477
RGI50-14.15615,32.48346,77.44167
RGI50-14.15616,32.47454,77.28487
RGI50-14.15617,32.47803,77.2838
RGI50-14.15618,32.49638,77.2768
RGI50-14.15619,32.4944,77.28101
RGI50-14.15620,32.50626,77.27728
RGI50-14.15621,32.50816,77.27442
RGI50-14.15622,32.47795,77.22478
RGI50-14.15623,32.4964,77.24136
RGI50-14.15624,32.46125,77.3866
RGI50-14.15625,32.49232,77.19538
RGI50-14.15626,32.48336,77.19734
RGI50-14.15627,32.5257,77.24503
RGI50-14.15628,32.48511,77.50403
RGI50-14.15629,32.49041,77.49892
RGI50-14.15630,32.4923,77.51169
RGI50-14.15631,32.47726,77.51044
RGI50-14.15632,32.46994,77.52555
RGI50-14.15633,32.46262,77.50223
RGI50-14.15634,32.36914,77.36159
RGI50-14.15635,32.48543,77.18768
RGI50-14.15636,32.55392,77.17805
RGI50-14.15637,32.55987,77.16569
RGI50-14.15638,32.54264,77.1461
RGI50-14.15639,32.52962,77.32095
RGI50-14.15640,32.52839,77.32621
RGI50-14.15641,32.5275,77.33708
RGI50-14.15642,32.52031,77.3579
RGI50-14.15643,32.51521,77.33237
RGI50-14.15644,32.47733,77.31599
RGI50-14.15645,32.48121,77.30072
RGI50-14.15646,32.44055,77.2604
RGI50-14.15647,32.4661,77.32179
RGI50-14.15648,32.32711,77.46539
RGI50-14.15649,32.32053,77.53776
RGI50-14.15650,32.12397,77.75588
RGI50-14.15651,32.17145,77.73476
RGI50-14.15652,32.20373,77.70853
RGI50-14.15653,32.20803,77.71189
RGI50-14.15654,32.22124,77.72676
RGI50-14.15655,32.23668,77.71674
RGI50-14.15656,32.23099,77.71542
RGI50-14.15657,32.24043,77.71507
RGI50-14.15658,32.25006,77.68104
RGI50-14.15659,32.2821,77.73305
RGI50-14.15660,32.29349,77.67416
RGI50-14.15661,32.28595,77.6686
RGI50-14.15662,32.24919,77.71277
RGI50-14.15663,32.26091,77.72013
RGI50-14.15664,32.2898,77.71106
RGI50-14.15665,32.2753,77.72446
RGI50-14.15666,32.30929,77.73987
RGI50-14.15667,32.31161,77.76243
RGI50-14.15668,32.31796,77.72312
RGI50-14.15669,32.31343,77.72659
RGI50-14.15670,32.33068,77.75986
RGI50-14.15671,32.35261,77.74564
RGI50-14.15672,32.32153,77.75542
RGI50-14.15673,32.36076,77.7668
RGI50-14.15675,32.38258,77.77993
RGI50-14.15676,32.39171,77.78572
RGI50-14.15677,32.39991,77.78835
RGI50-14.15678,32.39567,77.74118
RGI50-14.15679,32.39907,77.7347
RGI50-14.15680,32.40579,77.73097
RGI50-14.15681,32.41034,77.72806
RGI50-14.15682,32.41385,77.7218
RGI50-14.15683,32.40328,77.72098
RGI50-14.15684,32.38779,77.71948
RGI50-14.15685,32.37308,77.73644
RGI50-14.15686,32.37431,77.70976
RGI50-14.15687,32.37926,77.67472
RGI50-14.15688,32.37696,77.66845
RGI50-14.15689,32.37784,77.6599
RGI50-14.15690,32.36595,77.64402
RGI50-14.15691,32.34393,77.734
RGI50-14.15692,32.34389,77.72876
RGI50-14.15693,32.35216,77.71209
RGI50-14.15694,32.28843,77.69633
RGI50-14.15695,32.29343,77.69984
RGI50-14.15696,32.28112,77.69774
RGI50-14.15697,32.27475,77.69518
RGI50-14.15698,32.28569,77.67577
RGI50-14.15699,32.27907,77.66071
RGI50-14.15700,32.27325,77.64949
RGI50-14.15701,32.26361,77.64099
RGI50-14.15702,32.31137,77.67226
RGI50-14.15703,32.30157,77.67506
RGI50-14.15704,32.30633,77.65459
RGI50-14.15705,32.30656,77.66229
RGI50-14.15707,32.31378,77.64713
RGI50-14.15708,32.30064,77.62772
RGI50-14.15709,32.30167,77.63669
RGI50-14.15710,32.30068,77.64352
RGI50-14.15711,32.24948,77.63327
RGI50-14.15712,32.24669,77.62572
RGI50-14.15713,32.30247,77.82536
RGI50-14.15714,32.28532,77.88989
RGI50-14.15715,32.41671,77.16334
RGI50-14.15716,32.39047,77.20484
RGI50-14.15717,32.39736,77.19997
RGI50-14.15718,32.40534,77.19048
RGI50-14.15719,32.40369,77.18254
RGI50-14.15720,32.42069,77.14177
RGI50-14.15721,32.41221,77.12694
RGI50-14.15722,32.41246,77.11308
RGI50-14.15723,32.40471,77.10461
RGI50-14.15724,32.40795,77.09467
RGI50-14.15725,32.32438,77.04008
RGI50-14.15726,32.29692,77.02668
RGI50-14.15728,32.2524,77.02408
RGI50-14.15733,32.38675,77.20453
RGI50-14.15734,32.352,77.03587
RGI50-14.15737,32.27137,77.01221
RGI50-14.15938,32.41361,76.96199
RGI50-14.15949,32.41686,77.01755
RGI50-14.15950,32.44273,77.0416
RGI50-14.15951,32.41283,77.02177
RGI50-14.15952,32.42993,77.01651
RGI50-14.15953,32.44025,77.05595
RGI50-14.15954,32.44461,77.03306
RGI50-14.15955,32.45339,77.01599
RGI50-14.15956,32.47466,77.03016
RGI50-14.15957,32.46852,77.02664
RGI50-14.15958,32.47124,77.02946
RGI50-14.15959,32.44989,77.02603
RGI50-14.15960,32.46063,77.03491
RGI50-14.15961,32.46869,77.03854
RGI50-14.15962,32.45506,77.05327
RGI50-14.15963,32.46307,77.06997
RGI50-14.15964,32.43292,77.05017
RGI50-14.15966,32.43803,77.07986
RGI50-14.15967,32.39639,77.03932
RGI50-14.15968,32.40357,77.06441
RGI50-14.15969,32.39721,77.82755
RGI50-14.15970,32.40228,77.85664
RGI50-14.15971,32.39748,77.8724
RGI50-14.15972,32.40771,77.79339
RGI50-14.15979,32.31971,77.07375
RGI50-14.15981,32.15907,77.33881
RGI50-14.15982,32.15974,77.34942
RGI50-14.15983,32.15797,77.35825
RGI50-14.15984,32.16142,77.36933
RGI50-14.15985,32.16948,77.38033
RGI50-14.15986,32.15313,77.39384
RGI50-14.15987,32.18056,77.45612
RGI50-14.15988,32.20505,77.43835
RGI50-14.15989,32.20247,77.48338
RGI50-14.15991,32.1851,77.57129
RGI50-14.15992,32.24185,77.56651
RGI50-14.15993,32.39471,77.47849
RGI50-14.15994,32.35669,77.47634
RGI50-14.15995,32.3445,77.41647
RGI50-14.15996,32.34063,77.41988
RGI50-14.15997,32.33073,77.74336
RGI50-14.15998,32.32866,77.7464
RGI50-14.15999,32.2098,77.67528
RGI50-14.16000,32.13334,77.57849
RGI50-14.16001,32.10375,77.58425
RGI50-14.16002,32.10863,77.59573
RGI50-14.16003,32.10373,77.59046
RGI50-14.16004,32.05406,77.67503
RGI50-14.16005,32.07838,77.6976
RGI50-14.16006,32.0808,77.69098
RGI50-14.16007,31.92368,77.57627
RGI50-14.16009,32.12322,77.76831
RGI50-14.16010,32.12433,77.76532
RGI50-14.16011,32.33487,77.75502
RGI50-14.16012,32.3296,77.74953
RGI50-14.16013,32.20782,77.58527
RGI50-14.16014,32.3666,77.41583
RGI50-14.16015,32.37267,77.43947
RGI50-14.16016,32.49305,77.30078
RGI50-14.16017,32.47166,77.35207
RGI50-14.16018,32.2364,77.55061
RGI50-14.16019,32.23695,77.57177
RGI50-14.16020,32.16993,77.43959
RGI50-14.16021,32.20745,77.42644
RGI50-14.16035,32.13458,77.53593
RGI50-14.16036,32.23766,77.40856
RGI50-14.16037,32.23492,77.3968
RGI50-14.16038,32.24107,77.39319
RGI50-14.16039,32.33779,77.48847
RGI50-14.16040,32.32111,77.51683
RGI50-14.16041,32.33453,77.53474
RGI50-14.16042,32.33961,77.56785
RGI50-14.16044,32.25261,77.41475
RGI50-14.16045,32.24892,77.41148
RGI50-14.16046,32.24395,77.39015
RGI50-14.16047,32.24818,77.38434
RGI50-14.16048,32.25564,77.40769
RGI50-14.16049,32.3741,77.51417
RGI50-14.16050,32.32703,77.54369
RGI50-14.16051,31.8657,77.60759
RGI50-14.16052,31.86512,77.61529
RGI50-14.16053,31.85985,77.6413
RGI50-14.16054,31.85594,77.63389
RGI50-14.16055,31.85349,77.62501
RGI50-14.16056,31.86256,77.62394
RGI50-14.16057,32.0493,77.62459
RGI50-14.16058,32.05647,77.63816
RGI50-14.16059,32.04484,77.63636
RGI50-14.16060,32.13605,77.52586
RGI50-14.16061,32.12146,77.56094
RGI50-14.16062,32.11681,77.55219
RGI50-14.16063,32.1108,77.54395
RGI50-14.16064,32.12774,77.54559
RGI50-14.16066,32.28899,77.73754
RGI50-14.16067,32.29661,77.72363
RGI50-14.16068,32.11216,77.63316
RIMO NORTH,35.2958,77.4284
RIMO SOUTH,35.2958,77.4284
RULUNG,33.11,78.44
SAKANG LUNGPA GLACIER,34.7983,77.7455
SAMUDRA TAPU,32.4876,77.4146
SARA UMGA,32.1606,77.5542
SHAFAT GLACIER,33.95723,76.1381
SHAUNE GARANG,31.2923,78.3494
SHISHRAM,34.2,75.43
SOUTH PHUKPO GLACIER,34.8285,77.6926
SOUTH SHUKPA KUNCHHANG GLACIER,34.6959,77.8701
SOUTH SHUKPA KUNCHHANG GLACIER I,34.6308,77.8825
SOUTH SHUKPA KUNCHHANG GLACIER I,34.6509,77.8652
SOUTH TERONG GLACIER,35.1223,77.5033
SULTAN CHHUSHKU GLACIER,34.8853,77.9316
SULTAN CHHUSSKU,34.8853,77.9316
SUTRI DHAKA,32.35,77.52
TAGHMAN GLACIER,34.8938,77.6391
TAKKHUNG GLACIER,35.0582,77.4785
TERAM SHEHR,35.4284,76.8939
THUSA GLACIER,34.9953,77.2017
TILKU,31.1,78.5
TINGAL GOH,32.2,77.3
TIPRA BANK,30.712,79.6803
TUGHMO ZARPO WEST,34.8839,77.8493
TUKHTO ZARPO GLACIER,34.8839,77.8493
WARSHI GLACIER,35.0497,77.4326
YOCHE LUNGPA,32.2,77.3
ZEMU,27.7,88.22
ALAMKOUH,36.395,50.977
BAEGISARJOKULL,65.59,-18.37
BALDJOKULL,64.8492,-19.9849
BARKARDALS_TUNGNAHRYGGSJOKULL,65.6693,-18.8413
BIRNUDALSJOKULL,64.25,-15.9667
BLAGNIPUJOKULL,64.72,-19.13
BREIDAMJOKULL E. A.,64.22,-16.33
BREIDAMJOKULL E. B.,64.22,-16.33
BREIDAMJOKULL W. A.,64.06,-16.4
BREIDAMJOKULL W. B.,64.17,-16.47
BREIDAMJOKULL W. C.,64.17,-16.47
BREIDARMERKURJOKULL EASTERN STREAM,64.2666,-16.4767
BREIDARMERKURJOKULL MIDDLE STREAM,64.2666,-16.4767
BROKARJOKULL,64.25,-16.12
BRUARJOKULL,64.67,-16.17
BURFELLSJOKULL,65.8198,-18.7053
DRANGAJOKULL ICE CAP,66.16,-22.25
DYNGJUJOKULL,64.67,-17
EIRIKSJOKULL,64.7731,-20.3929
EYJABAKKAJOKULL,64.65,-15.58
EYJAFJALLAJOKULL,63.625,-19.625
EYVINDSTUNGNAJOKULL,64.2491,-15.801
FALLJOKULL,63.98,-16.75
FJALLSJOKULL BY BREIDAMERKURFJALL,64.04,-16.4
FJALLSJOKULL BY GAMLASEL,64.01,-16.42
FJALLSJOKULL FITJAR,64.03,-16.52
FLAAJOKULL,64.3634,-15.653
FLAAJOKULL E 146,64.3634,-15.653
FLAAJOKULL E 148,64.3634,-15.653
FLAAJOKULL E 150,64.3634,-15.653
FLOSAKARDSJOKLAR,64.6907,-20.3567
GEITLANDSJOKULL,64.5981,-20.6005
GIGJOKULL,63.67,-19.62
GLJUFURARJOKULL,65.72,-18.65
HAGAFELL,64.5568,-20.3265
HAGAFELLSJOKULL E,64.49,-20.26
HAGAFELLSJOKULL W,64.49,-20.41
HALSJOKULL,65.87,-18.47
HEINABERGSJOKULL,64.3147,-15.8076
HEINABERGSJOKULL H,64.3147,-15.8076
HENGIBJORG,64.8245,-19.8218
HOFFELLSJOKULL,64.48,-15.57
HOFFELLSJOKULL E,64.48,-15.57
HOFFELLSJOKULL W,64.48,-15.57
HOFSJOKUL_EYSTRI,64.6183,-15.0518
HOFSJOKULL E,64.8,-18.58
HOFSJOKULL ICE CAP,64.81,-18.82
HOFSJOKULL N,64.92,-18.83
HOFSJOKULL SW,64.72,-19.05
HRUTARJOKULL,64.02,-16.53
HRUTFELL,64.7427,-19.7379
HYRNINGSJOKULL,64.81,-23.73
JARLHETTUR,64.5249,-20.1762
JOKULHALS,64.82,-23.75
JOKULKROKUR,64.7724,-19.8315
KALDALONSJOKULL,66.12,-22.29
KIRKJUJOKULL,64.73,-19.85
KOLDUKVISLARJ.,64.58,-17.83
KOTARJOKULL,63.96,-16.7
KOTLUJOKULL,63.55,-18.82
KVERKJOKULL,64.72,-16.65
KVIARJOKULL,63.97,-16.57
KVISLAJOKULL,64.85,-19.16
LAMBATUNGNAJOKULL,64.52,-15.39
LANGJOKULL ICE CAP,64.67,-20.1
LANGJOKULL NORTHERN DOME,64.83,-19.93
LANGJOKULL SOUTHERN DOME,64.62,-20.3
LEIRUFJARDARJOKULL,66.19,-22.44
LODMUNDARJOKULL,64.65,-19.19
LONJOKULL,64.5801,-20.525
MORSARJOKULL,64.09,-16.94
MULAJOKULL,64.7183,-18.78
MULAJOKULL S,64.67,-18.66
MULAJOKULL W,64.67,-18.72
MYRDALSJOKULL ICE CAP,63.66,-19.13
NAUTHAGAJOKULL,64.65,-18.76
NORDURJOKULL,64.6642,-19.9104
OLDUFELLSJOKULL,63.73,-18.84
ORAEFAJOKULL,63.999,-16.6511
PJOFADALAJOKULL,64.835,-19.7813
PRISTAPAJOKULL,64.7347,-20.1556
REYKJAFJARDARJOKULL,66.2,-22.18
RJUPNABREKKUJOKULL,64.72,-17.56
SATUJOKULL E,64.97,-18.86
SATUJOKULL W,64.95,-18.92
SIDUJOKULL,64.15,-17.8
SIDUJOKULL,64.282,-17.7021
SIDUJOKULL E M 175,64.18,-17.88
SIDUJOKULL E M 177,64.11,-17.74
SKAFTAFELLSJOKULL,64.02,-16.9
SKAFTARJOKULL,64.282,-17.7021
SKALAFELLSJOKULL,64.266,-15.7576
SKALPANES,64.5653,-20.0601
SKEIDARARJOKULL,64.2977,-17.1417
SKEIDARARJOKULL E1,64.03,-17.09
SKEIDARARJOKULL E2,64.01,-17.11
SKEIDARARJOKULL E3,64.01,-17.14
SKEIDARARJOKULL M,63.99,-17.22
SKEIDARARJOKULL W,64.01,-17.37
SKRIDUFELL,64.6351,-19.9338
SLETTJOKULL,63.77,-19.2
SNAEFELL,64.7978,-15.5602
SNAEFELLSJOKULL,64.804,-23.7783
SOLHEIMAJOKULL E,63.58,-19.28
SOLHEIMAJOKULL J,63.58,-19.28
SOLHEIMAJOKULL W,63.53,-19.37
SUDURJOKULL,64.5961,-19.9218
SVARFADARDALUR,65.8642,-18.6905
SVARTARJOKULL,64.6698,-20.5291
SVINAFELLSJOKULL,63.99,-16.88
SVINAFELLSJOKULL S,64.03,-16.75
SYLGJUJOKULL,64.4551,-17.7859
TEIGADALSJOKULL,65.8225,-18.6789
TEIGARJOKULL,65.8225,-18.6789
THJORSARJOKULL MIDDLE,64.7989,-18.6422
THJORSARJOKULL SOUTH,64.7989,-18.6422
THRANDARJOKULL,64.69992,-14.91099
TINDFJALLAJOKULL,63.788,-19.5238
TINDFJALLAJOKULL,63.795,-19.5863
TORFAJOKULL,63.8984,-19.0062
TUNGNAARJOKULL,64.32,-18.07
TUNGNAFELLSJOKULL,64.751,-17.9156
VATNAJOKULL,64.413,-16.811
VIRKISJOKULL,64,-16.75
WESTERN VATNAJOKULL ICE CAP,64.4,-17.6
ADAME,46.1367,10.5322
ADAMELLO (PIAN DI NEVE),46.15,10.5022
AGNELLO MER.,45.1472,6.9
AGNELLO SETT.,45.1514,6.5569
AGUILLES DE TRELATETE MER.,45.7844,6.8022
ALBARON DI SEA,45.3361,7.1583
ALTA (VEDRETTA) / HOHENF.,46.4583,10.68
ALTO DELL' ORTLES (VEDR.) / ORTLERF. OBERER,46.5083,10.5356
ALTO DI REDORTA,46.0639,9.9814
AMBIEZ,46.1528,10.8711
AMOLA,46.1984,10.7199
ANDOLLA MERID.,46.0889,8.0375
ANDOLLA SETT.,46.0958,8.0444
ANTELAO INFERIORE (OCC.),46.45,12.27
ANTELAO SUP.,46.45,12.27
AOUILLE,45.5247,7.1514
ARBOLA,46.3861,8.3205
ARGUEREY,45.7042,6.8356
ARGUEREY MER.,45.7025,6.8422
ARGUEREY SETT.,45.7046,6.8342
AROLLA,45.5583,7.4106
AURONA,46.2613,8.0929
AVIO CENTRALE D,46.156,10.4833
AVIOLO,46.175,10.4361
BADILETTO,46.2922,9.5853
BALANSELMO (FONTANELLA),45.9083,7.5606
BAN,46.403,8.3623
BARBADORSO (FONTANA OR.) / BAERENBARTF.,46.8,10.7022
BARBADORSO DI DENTRO / BAERENBARTF. INNERER,46.8083,10.7161
BASEI,45.4774,7.1168
BASODINO OCC.,46.4114,8.4663
BASSA DEL MARLET / MARLTF. NIEDERER,46.525,10.5522
BASSA DELL' ANGELO / ANGELUS F. NIEDERER,46.5361,10.6522
BASSA DELL' ORTLES / ORTLERF. NIEDERER,46.5076,10.5123
BASSAC,45.5224,7.0467
BECCA DI GAY,45.5139,7.3208
BECCHI,45.5042,7.3347
BELLATSA,45.9167,7.5578
BELLEFACE,45.5993,7.2487
BELTOVO  BASSO / SCHOENTAUFF. UNTERER,46.5056,10.6272
BELTOVO (ALTO + BASSO) / SCHOENTAUFF. (OBERER + UNTERER),46.5111,10.6328
BELVEDERE (MACUGNAGA),45.9495,7.9107
BERIO BLANC,45.7561,6.9007
BERTA,45.2323,7.1394
BESSANESE,45.3,7.12
BLINDENHORN INF.,46.4211,8.3057
BLINDENHORN SUP.,46.4221,8.3053
BOCCARECCIO,46.3012,8.2046
BOCCHETTA CASPOGGIO,46.35,9.9139
BONDONE ALTO,46.0917,10.0636
BONDONE BASSO DE,46.0917,10.0611
BORS,45.8889,7.8708
BOTTARELLO,46.0722,8.0306
BRENTEI,46.175,10.8986
BRENVA,45.83,6.9
BREUIL (O BROGLI),45.4833,7.229
BREUIL MER.,45.7159,6.8221
BREUIL SETT.,45.7251,6.8156
BROGLIO,45.4842,7.2272
BROUILLARD,45.8069,6.8725
BY,45.9167,7.2939
CADINI,46.375,10.6069
CADREGHE,44.6722,7.0856
CAGAMEI I,46.0903,10.0328
CAGAMEI II,46.0889,10.0372
CAGAMEI III,46.0889,10.0419
CAGAMEI IV,46.0889,10.0467
CALDERONE,42.47054,13.56671
CALOTTA,46.1986,10.5092
CAMOSCI,46.4889,10.5167
CAMOSCI,46.2292,10.6764
CAMOSCI,46.1569,10.8653
CAMOSCI (SIEDEL),46.4451,8.3553
CAMPO  (MERID.),46.4917,10.4931
CAMPO DI SABBIA (VEDR. DEL) / PLANF.,46.8042,11.0522
CAMPO SETT.,46.431,10.108
CANALONE DELLA VERGINE,46.2778,9.7611
CANIN OCC.,46.3628,13.4444
CANIN OR.,46.3657,13.4493
CANTUNASC,46.0689,9.9486
CAPRA,45.447,7.1178
CAPRERA,44.6625,7.075
CAPRO OCC. / ROETENF.,46.9333,11.1911
CAPRO OR. / HANGENDER F.,46.9333,11.2022
CARDONNE OCC. (PIAZZI OCC.),46.42,10.25
CARDONNE OR. (PIAZZI CENTR.),46.42,10.32
CARE ALTO OR.,46.1089,10.6052
CARESER,46.4512,10.7085
CARESER CENTRALE,46.45,10.69
CARESER OCCIDENTALE,46.45,10.69
CARESER ORIENTALE,46.45,10.7
CARONELLA ORIENT.,46.0947,10.0964
CARRO OCCIDENT.,45.4333,7.1167
CARRO ORIENT.,45.4306,7.1486
CASPOGGIO,46.3384,9.9141
CASSANDRA OCC.,46.2613,9.7505
CASSANDRA OR.,46.2617,9.7558
CASTELFRANCO,45.9677,7.8908
CASTELLI OCC.,46.4528,10.5358
CASTELLI OR.,46.4528,10.5514
CASTORE,45.9166,7.7923
CAVAION,46.4209,10.72
CEDEC,46.4494,10.6028
CENGALO SE,46.2914,9.6069
CENGALO SW,46.2919,9.5981
CEPPO,46.7403,11.0022
CERENA,46.4,10.5458
CERVANDONE,46.3167,8.2189
CERVINO,45.9678,7.6561
CEVEDALE FORCOLA / FUERKELEF.,46.45,10.6522
CEVEDALE PRINCIPALE / ZUFALLF.,46.4583,10.6272
CHARVE OCCIDENT.,45.6472,6.93
CHARVE ORIENT.,45.65,6.9356
CHATEAU BLANC,45.6536,7.0242
CHATEAU DES DAMES,45.9174,7.5795
CHATELET,45.8083,6.8828
CHAVACOUR,45.875,7.5365
CHAVANNES,45.7379,6.82
CHERILLON,45.9641,7.6208
CIAFRAION (GELAS OR.),44.1245,7.3825
CIAMARELLA,45.3255,7.1329
CIAN ROISETTA,45.8864,7.6789
CIARDONEY,45.5181,7.3898
CIMA DI ROSSO ORIENT.,46.3056,9.725
CIMA DI ROSSO SE.,46.3042,9.7194
CIMA FIAMMANTE OCC. (VEDR.) / LODNERF.,46.7389,11.0425
CIMA MADRICCIO / EBENWANDF. GIPFEL,46.4944,10.63
CIME DEI FORNI,46.4464,10.5486
CLAPIER,44.1137,7.4233
COL COLLON,45.9417,7.5272
COL DEI BECCHI,45.4943,7.3318
COL DEL GIGANTE,45.8398,6.9281
COL DELLA MARE I,46.425,10.6069
COL DELLA MARE II,46.4111,10.6028
COL D'OTEMMA,45.9283,7.4488
COL DU MIAGE,45.8037,6.8393
COLLALTO (VEDR. DI) / HOCHGALL F.,46.9261,12.1463
COLLE DELL ALPE,45.5014,7.2703
COLLE VALCOURNE (CIGNANA),45.8799,7.535
COLLERIN D'ARNAS,45.3203,7.1185
CONFINALE,46.45,10.5
COOLIDGE,44.67,7.1
COOLIDGE INF.,44.65,7.13
COOLIDGESUPER.,44.675,7.0917
CORNA DI CAPRA DENTRO,46.45,10.1417
CORNA ROSSA,46.2634,9.7414
CORNISELLO,46.2292,10.6764
CORNISELLO  SETT.,46.2347,10.6833
CORNISELLO MER.,46.2211,10.6769
CORNO DI FALLER,45.9083,7.9444
CORNO DI SALARNO,46.1422,10.5006
CORNO TRE SIGNORI,46.3478,10.5208
COSTONE,46.403,8.3473
COUPE DE MONEY,45.53,7.38
CRAPINELLIN (CRISTALLO D.),46.5028,10.4531
CRESTA BIANCA,46.5792,12.2048
CRISTALLO,46.5794,12.2052
CRISTALLO - ZUITA,46.3792,12.0472
CRISTALLO CENTR.,46.4948,10.4193
CRISTALLO OCCID. (DI FUORI),46.4944,10.4153
CRISTALLO OR.,46.4944,10.43
CROCE ROSSA,45.2639,7.1014
CRODA DEL CAVAL,46.703,10.9926
CRODA ROSSA / ROTWANDF.,46.7333,10.9842
CRODA ROSSA DI SESTO SETT.,46.6417,12.1467
CROZZON DI BRENTA,46.1611,10.8736
DE CESSOLE,44.1787,7.2973
DELLA ROSSA,46.3291,8.2272
DES DAMES & M.B. DU CRETON,45.9208,7.5731
DES DAMES SETT. (O NORD OR.),45.9125,7.5828
DISGRAZIA,46.2833,9.7444
DOME CIAN SETT. (BALANSELMO),45.8861,7.5439
DOMES DE MIAGE,45.8167,6.8078
DOSDE CENTR.,46.3932,10.2027
DOSDE CENTR. II,46.3944,10.2056
DOSDE OCC.,46.3861,10.1958
DOSDE OR.,46.3917,10.2189
DOSEGU,46.3739,10.5483
DRAGONE,45.899,7.554
DRUET O VAGH,46.0903,10.025
DUE DITA,44.6819,7.075
DZASSET,45.5375,7.2744
ENTRELOR MERID.,45.53,7.1467
ENTRELOR SETT.,45.5319,7.1517
ENTREVES,45.8417,6.9356
ESTELLETTE,45.7694,6.8151
EVEQUE,45.9598,7.4995
FARGORIDA,46.1514,10.6
FELIK,45.9083,7.8022
FELLARIA OCC.,46.35,9.92
FELLARIA ORIENT.,46.3667,9.9528
FINE DEL MONDO (VEDR.) / ENDE DER WELT F.,46.5063,10.5542
FLAMBEAU,45.6556,7.0106
FLUA,45.9181,7.9306
FOND OCCID.,45.4764,7.0738
FOND OR.,45.4715,7.0831
FONTANA BIANCA / WEISSBRUNNF.,46.4838,10.771
FONTANA OCC. (VEDR. DELLA) / FREIBRUNNER F.,46.8003,10.6872
FOPPA DI MATTIA,46.5056,12.2097
FORA (CENTRALE),46.4528,10.5111
FORA ORIENT.,46.4528,10.5111
FORCA,45.9689,7.6629
FORNET,45.7342,6.8587
FORNI CENTRALE,46.4002,10.5862
FORNI OCCIDENTALE,46.4013,10.6133
FORNI ORIENTALE,46.3894,10.5708
FORNO,45.4042,7.1911
FORNO,46.379,8.3286
FOSSA OR.,46.7472,11.0244
FOURNEAUX,45.1097,6.8438
FRADUSTA,46.25,11.87
FRANE (VEDR. DELLE) / STEINSCHLAGF.,46.7785,10.7402
FREBOUZIE,45.8677,7.0045
FREDUAZ OCCIDENT.,45.6639,6.9147
FREDUAZ ORIENT.,45.6639,6.9203
FRENAY,45.8083,6.8883
FREYNAY,45.82,6.93
FREYNAY,45.82,6.93
FROPPA DI FUORI,46.5097,12.3417
GALAMBRA RAMO OCC.,45.1113,6.8558
GALAMBRA RAMO OR.,45.1113,6.8558
GAVIA (VEDRETTA),46.3562,10.4719
GAY,45.5111,7.3083
GELAS,44.1263,7.3863
GEMELLI,46.2908,9.6125
GEMELLI DI BAN,46.4049,8.3554
GHIACCIAIO DEL POZZO / BUTZENF.,46.4847,10.6272
GIASSON,45.5571,7.0596
GIOGO ALTO (VEDR. DEL) / HOCHJOCHF.,46.78,10.8
GIOVERETTO INF. / ZUFRITTF. UNTERER,46.4972,10.7744
GIOVERETTO INF. CENTR. / ZUFRITTF. UNTERER ZENTR.,46.4917,10.7681
GIOVERETTO INF. OCCID. / ZUFRITTF. UNTERER WESTL.,46.4917,10.7606
GIOVERETTO SUP. / ZUFRITTF. OBERER,46.5042,10.7772
GLIAIRETTA VAUDET,45.5069,7.0189
GOLETTA,45.4972,7.055
GRAMES ORIENT. + CENTR. / GRAMSENF. OESTL. + ZENTR.,46.4694,10.7161
GRAN NEYRON,45.5501,7.264
GRAN PARADISO,45.515,7.2544
GRAN PILASTRO (GHIAC. DEL) / GLIEDERF.,46.9729,11.7167
GRAN SOMETTA,45.9167,7.6772
GRAN VAL,45.5556,7.2897
GRAN VAUDALA,45.5003,7.1175
GRAN VEDRETTA OCC. / HOCHF.,46.9778,11.7106
GRAN VEDRETTA OR. / GRIESSF.,46.9806,11.7189
GRAN ZEBRU (CENTRALE),46.4703,10.5711
GRAN ZEBRU (OCCID.),46.4703,10.569
GRANATI (VEDR. DIE) / GRANATENF.,46.8403,11.0744
GRAND CROUX CENTR.,45.5193,7.3089
GRAND EPICOUN,45.9251,7.441
GRAND ETRET,45.476,7.2188
GRAND TOURNALIN SETT.,45.8778,7.6834
GRANDE ASSALY (TACHUY),45.6556,6.9606
GRANDE ASSALY MERID.,45.6528,6.9828
GRANDE ASSALY SETT.,45.5,7.0022
GRANDE DI VERRA (??),45.925,7.7522
GRANDE DI VERRA (DE GEMINI),45.925,7.7522
GRANDE ROCHERE,45.8182,7.0575
GRANDES JORASSES,45.8676,7.0049
GRANDES MURAILLES,45.95,7.58
GRIVOLA,45.6035,7.2638
